Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Curated GO Functions	Computed GO Functions	Evidence Code	EC numbers	
ACA1_333330	ACA1_333330-t26_1	A. castellanii str. Neff	KB007819:44,170..52,101(-)	phosphate ABC transporter, phosphatebinding protein PstS, putative	N/A	ATP binding;phosphorus-oxygen lyase activity;protein kinase activity	IEA	N/A	
ACA1_339740	ACA1_339740-t26_1	A. castellanii str. Neff	KB008096:14,706..18,528(+)	serine/threonine protein kinase	N/A	ATP binding;phosphorus-oxygen lyase activity;protein kinase activity	IEA	N/A	
ACA1_342920	ACA1_342920-t26_1	A. castellanii str. Neff	KB007860:50,047..55,032(-)	serine/threonine protein kinase, putative	N/A	ATP binding;hydrolase activity;phosphorus-oxygen lyase activity;protein kinase activity	IEA	N/A	
ACA1_345450	ACA1_345450-t26_1	A. castellanii str. Neff	KB007851:24,576..25,298(+)	group A glucokinaselike, putative	N/A	ATP binding;glucokinase activity;glucose binding	IEA	N/A	
ACA1_362790	ACA1_362790-t26_1	A. castellanii str. Neff	KB008147:178,149..183,563(-)	protein kinase domain containing protein	N/A	ATP binding;hydrolase activity;phosphorus-oxygen lyase activity;protein kinase activity	IEA	N/A	
ACA1_367930	ACA1_367930-t26_1	A. castellanii str. Neff	KB007960:15,984..16,559(-)	ATP synthase, Delta/Epsilon chain, betasandwich domain containing protein	N/A	N/A	IEA	N/A	
ACA1_367940	ACA1_367940-t26_1	A. castellanii str. Neff	KB007960:17,066..19,638(+)	ATP synthase, putative	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	7.1.2.2 (H(+)-transporting two-sector ATPase)	
ACA1_368710	ACA1_368710-t26_1	A. castellanii str. Neff	KB007960:141,383..144,034(+)	diphosphate-fructose-6-phosphate 1-phosphotransferase	N/A	6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	IEA	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
ACA1_369360	ACA1_369360-t26_1	A. castellanii str. Neff	KB007960:306,459..307,421(+)	thymidylate synthase	N/A	thymidylate synthase activity	IEA	N/A	
ACA1_370330	ACA1_370330-t26_1	A. castellanii str. Neff	KB007960:498,664..503,752(-)	protein kinase domain containing protein	N/A	ATP binding;phosphorus-oxygen lyase activity;protein kinase activity	IEA	N/A	
ACA1_376760	ACA1_376760-t26_1	A. castellanii str. Neff	KB007836:158,255..164,718(+)	serine/threonine protein kinase	N/A	ATP binding;phosphorus-oxygen lyase activity;protein kinase activity	IEA	N/A	
ACA1_376800	ACA1_376800-t26_1	A. castellanii str. Neff	KB007836:171,117..173,455(+)	Inosine5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	N/A	
ACA1_388450	ACA1_388450-t26_1	A. castellanii str. Neff	KB008156:112,568..119,536(+)	serine/threonine protein kinase	N/A	ATP binding;phosphorus-oxygen lyase activity;protein kinase activity	IEA	N/A	
ACA1_390770	ACA1_390770-t26_1	A. castellanii str. Neff	KB008044:90,028..91,106(-)	dephosphoCoA kinase	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
ACA1_390810	ACA1_390810-t26_1	A. castellanii str. Neff	KB008044:98,261..106,520(+)	serine/threonine protein kinase, putative	N/A	ATP binding;phosphorus-oxygen lyase activity;protein kinase activity	IEA	N/A	
AEWD_010060	AEWD_010060-t26_1	E. cuniculi EC1	ECI_CH01:5,627..6,640(-)	fructose-1,6-bisphosphate aldolase	N/A	fructose-bisphosphate aldolase activity	IEA	N/A	
AEWD_030620	AEWD_030620-t26_1	E. cuniculi EC1	ECI_CH03:76,623..79,343(-)	ATP-dependent 6-phosphofructokinase	N/A	6-phosphofructokinase activity;ATP binding	IEA	N/A	
AEWD_041180	AEWD_041180-t26_1	E. cuniculi EC1	ECI_CH04:141,498..142,073(+)	thymidylate kinase	N/A	ATP binding;thymidylate kinase activity	IEA	N/A	
AEWD_050260	AEWD_050260-t26_1	E. cuniculi EC1	ECI_CH05:37,170..38,336(+)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	N/A	
AEWD_050630	AEWD_050630-t26_1	E. cuniculi EC1	ECI_CH05:85,009..86,532(+)	glucose-6-phosphate isomerase	N/A	glucose-6-phosphate isomerase activity	IEA	N/A	
AEWD_060920	AEWD_060920-t26_1	E. cuniculi EC1	ECI_CH06:126,626..127,429(-)	hypothetical protein	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
AEWD_071030	AEWD_071030-t26_1	E. cuniculi EC1	ECI_CH07:120,615..121,334(-)	NAD kinase	N/A	NAD+ kinase activity	IEA	N/A	
AEWD_090670	AEWD_090670-t26_1	E. cuniculi EC1	ECI_CH09a:86,769..88,163(-)	pyruvate kinase	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	N/A	
AEWD_101630	AEWD_101630-t26_1	E. cuniculi EC1	ECI_CH10:215,782..217,020(-)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	N/A	
AEWD_110240	AEWD_110240-t26_1	E. cuniculi EC1	ECI_CH11:31,331..31,894(-)	dephospho-CoA kinase	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
AEWD_110450	AEWD_110450-t26_1	E. cuniculi EC1	ECI_CH11:58,092..59,699(-)	GATase1 CTP synthase	N/A	CTP synthase activity	IEA	N/A	
AEWD_110870	AEWD_110870-t26_1	E. cuniculi EC1	ECI_CH11:104,999..106,606(-)	CTP synthetase	N/A	CTP synthase activity	IEA	N/A	
AEWQ_010030	AEWQ_010030-t26_1	E. cuniculi EC2	ECII_CH01:1,967..2,980(-)	fructose-1,6-bisphosphate aldolase	N/A	fructose-bisphosphate aldolase activity	IEA	N/A	
AEWQ_030620	AEWQ_030620-t26_1	E. cuniculi EC2	ECII_CH03:76,556..79,276(-)	ATP-dependent 6-phosphofructokinase	N/A	6-phosphofructokinase activity;ATP binding	IEA	N/A	
AEWQ_041170	AEWQ_041170-t26_1	E. cuniculi EC2	ECII_CH04:141,509..142,084(+)	thymidylate kinase	N/A	ATP binding;thymidylate kinase activity	IEA	N/A	
AEWQ_050260	AEWQ_050260-t26_1	E. cuniculi EC2	ECII_CH05:37,184..38,350(+)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	N/A	
AEWQ_050630	AEWQ_050630-t26_1	E. cuniculi EC2	ECII_CH05:85,009..86,532(+)	glucose-6-phosphate isomerase	N/A	glucose-6-phosphate isomerase activity	IEA	N/A	
AEWQ_060890	AEWQ_060890-t26_1	E. cuniculi EC2	ECII_CH06:125,431..126,234(-)	hypothetical protein	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
AEWQ_071030	AEWQ_071030-t26_1	E. cuniculi EC2	ECII_CH07:120,385..121,104(-)	NAD kinase	N/A	NAD+ kinase activity	IEA	N/A	
AEWQ_080040	AEWQ_080040-t26_1	E. cuniculi EC2	ECII_CH08:7,756..8,640(+)	thymidylate synthase	N/A	thymidylate synthase activity	IEA	N/A	
AEWQ_090660	AEWQ_090660-t26_1	E. cuniculi EC2	ECII_CH09c:6,699..8,093(-)	pyruvate kinase	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	N/A	
AEWQ_101630	AEWQ_101630-t26_1	E. cuniculi EC2	ECII_CH10:215,939..217,177(-)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	N/A	
AEWQ_110240	AEWQ_110240-t26_1	E. cuniculi EC2	ECII_CH11:31,217..31,780(-)	dephospho-CoA kinase	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
AEWQ_110450	AEWQ_110450-t26_1	E. cuniculi EC2	ECII_CH11:57,976..59,583(-)	GATase1 CTP synthase	N/A	CTP synthase activity	IEA	N/A	
AEWQ_110870	AEWQ_110870-t26_1	E. cuniculi EC2	ECII_CH11:104,888..106,495(-)	CTP synthetase	N/A	CTP synthase activity	IEA	N/A	
AEWR_010060	AEWR_010060-t26_1	E. cuniculi EC3	ECIII_CH01:5,600..6,613(-)	fructose-1,6-bisphosphate aldolase	N/A	fructose-bisphosphate aldolase activity	IEA	N/A	
AEWR_030620	AEWR_030620-t26_1	E. cuniculi EC3	ECIII_CH03:76,601..79,320(-)	ATP-dependent 6-phosphofructokinase	N/A	6-phosphofructokinase activity;ATP binding	IEA	N/A	
AEWR_041170	AEWR_041170-t26_1	E. cuniculi EC3	ECIII_CH04:141,425..142,000(+)	thymidylate kinase	N/A	ATP binding;thymidylate kinase activity	IEA	N/A	
AEWR_050260	AEWR_050260-t26_1	E. cuniculi EC3	ECIII_CH05:37,234..38,400(+)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	N/A	
AEWR_050630	AEWR_050630-t26_1	E. cuniculi EC3	ECIII_CH05:85,073..86,596(+)	glucose-6-phosphate isomerase	N/A	glucose-6-phosphate isomerase activity	IEA	N/A	
AEWR_060900	AEWR_060900-t26_1	E. cuniculi EC3	ECIII_CH06:126,393..127,196(-)	hypothetical protein	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
AEWR_071020	AEWR_071020-t26_1	E. cuniculi EC3	ECIII_CH07:120,326..121,045(-)	NAD kinase	N/A	NAD+ kinase activity	IEA	N/A	
AEWR_080050	AEWR_080050-t26_1	E. cuniculi EC3	ECIII_CH08:7,679..8,563(+)	thymidylate synthase	N/A	thymidylate synthase activity	IEA	N/A	
AEWR_090650	AEWR_090650-t26_1	E. cuniculi EC3	ECIII_CH09c:5,724..7,118(-)	pyruvate kinase	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	N/A	
AEWR_101630	AEWR_101630-t26_1	E. cuniculi EC3	ECIII_CH10:216,194..217,432(-)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	N/A	
AEWR_110240	AEWR_110240-t26_1	E. cuniculi EC3	ECIII_CH11:31,513..32,076(-)	dephospho-CoA kinase	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
AEWR_110450	AEWR_110450-t26_1	E. cuniculi EC3	ECIII_CH11:58,272..59,879(-)	GATase1 CTP synthase	N/A	CTP synthase activity	IEA	N/A	
AEWR_110870	AEWR_110870-t26_1	E. cuniculi EC3	ECIII_CH11:105,182..106,789(-)	CTP synthetase	N/A	CTP synthase activity	IEA	N/A	
AK88_00027	AK88_00027-t30_1	P. fragile strain nilgiri	KQ001645:111,851..116,521(-)	diphosphate-fructose-6-phosphate 1-phosphotransferase	N/A	6-phosphofructokinase activity	IEA	N/A	
AK88_00124	AK88_00124-t30_1	P. fragile strain nilgiri	KQ001645:521,154..532,727(-)	hypothetical protein	N/A	nucleotide binding;phosphorus-oxygen lyase activity	IEA	N/A	
AK88_00206	AK88_00206-t30_1	P. fragile strain nilgiri	KQ001646:197,047..198,425(-)	ATP synthase F1, gamma subunit	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
AK88_00219	AK88_00219-t30_1	P. fragile strain nilgiri	KQ001646:237,515..238,258(-)	ATP synthase F1, delta subunit	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
AK88_00327	AK88_00327-t30_1	P. fragile strain nilgiri	KQ001647:33,266..36,421(-)	AMP deaminase	N/A	AMP deaminase activity;deaminase activity	IEA	N/A	
AK88_00345	AK88_00345-t30_1	P. fragile strain nilgiri	KQ001647:112,311..113,960(-)	hypothetical protein	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	N/A	
AK88_00376	AK88_00376-t30_1	P. fragile strain nilgiri	KQ001647:263,731..265,044(+)	hypothetical protein	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	N/A	
AK88_00505	AK88_00505-t30_1	P. fragile strain nilgiri	KQ001648:246,372..248,437(+)	pantothenate kinase	N/A	ATP binding;pantothenate kinase activity	IEA	N/A	
AK88_01173	AK88_01173-t30_1	P. fragile strain nilgiri	KQ001654:81,885..83,783(-)	bifunctional dihydrofolate reductase-thymidylate synthase	N/A	dihydrofolate reductase activity;thymidylate synthase activity	IEA	N/A	
AK88_01269	AK88_01269-t30_1	P. fragile strain nilgiri	KQ001655:32,778..34,748(-)	hypothetical protein	N/A	ATP binding;pantothenate kinase activity	IEA	N/A	
AK88_01283	AK88_01283-t30_1	P. fragile strain nilgiri	KQ001655:100,972..102,747(-)	glucose-6-phosphate isomerase	N/A	glucose-6-phosphate isomerase activity	IEA	N/A	
AK88_01365	AK88_01365-t30_1	P. fragile strain nilgiri	KQ001655:473,303..474,697(+)	adenylosuccinate lyase	N/A	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity	IEA	N/A	
AK88_01590	AK88_01590-t30_1	P. fragile strain nilgiri	KQ001658:126,106..127,791(-)	ATP synthase subunit beta, mitochondrial	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
AK88_01656	AK88_01656-t30_1	P. fragile strain nilgiri	KQ001659:5,340..10,082(-)	phosphoglycerate kinase	N/A	catalytic activity;glutamate-ammonia ligase activity;phosphoglycerate kinase activity	IEA	N/A	
AK88_01674	AK88_01674-t30_1	P. fragile strain nilgiri	KQ001659:75,141..76,673(+)	inosine-5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	N/A	
AK88_01730	AK88_01730-t30_1	P. fragile strain nilgiri	KQ001659:306,999..311,279(+)	diphosphate-fructose-6-phosphate 1-phosphotransferase	N/A	6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	IEA	N/A	
AK88_01764	AK88_01764-t30_1	P. fragile strain nilgiri	KQ001660:21,607..24,114(-)	CTP synthase	N/A	CTP synthase activity	IEA	N/A	
AK88_01820	AK88_01820-t30_1	P. fragile strain nilgiri	KQ001660:283,839..289,870(+)	hypothetical protein	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
AK88_02637	AK88_02637-t30_1	P. fragile strain nilgiri	KQ001670:254,840..256,047(-)	dephospho-CoA kinase	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
AK88_02648	AK88_02648-t30_1	P. fragile strain nilgiri	KQ001670:307,999..309,411(-)	fructose-bisphosphate aldolase 2	N/A	fructose-bisphosphate aldolase activity	IEA	N/A	
AK88_02670	AK88_02670-t30_1	P. fragile strain nilgiri	KQ001671:63,130..64,351(+)	hypothetical protein	N/A	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	IEA	N/A	
AK88_02740	AK88_02740-t30_1	P. fragile strain nilgiri	KQ001672:97,598..99,169(+)	thymidylate kinase	N/A	ATP binding;thymidylate kinase activity	IEA	N/A	
AK88_03024	AK88_03024-t30_1	P. fragile strain nilgiri	KQ001676:173,761..175,419(-)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
AK88_03088	AK88_03088-t30_1	P. fragile strain nilgiri	KQ001677:202,977..216,563(+)	hypothetical protein	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
AK88_03787	AK88_03787-t30_1	P. fragile strain nilgiri	KQ001690:139,075..141,186(-)	pyruvate kinase	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	N/A	
AK88_03793	AK88_03793-t30_1	P. fragile strain nilgiri	KQ001690:167,216..168,028(+)	hypothetical protein	N/A	N/A	IEA	N/A	
AK88_04138	AK88_04138-t30_1	P. fragile strain nilgiri	KQ001698:145,880..147,873(+)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	N/A	
AK88_04372	AK88_04372-t30_1	P. fragile strain nilgiri	KQ001705:30,156..31,142(+)	orotidine 5'-phosphate decarboxylase	N/A	catalytic activity;orotidine-5'-phosphate decarboxylase activity	IEA	N/A	
AK88_04537	AK88_04537-t30_1	P. fragile strain nilgiri	KQ001710:90,213..92,228(+)	nicotinate phosphoribosyltransferase	N/A	nicotinate phosphoribosyltransferase activity;nicotinate-nucleotide diphosphorylase (carboxylating) activity	IEA	N/A	
AK88_04581	AK88_04581-t30_1	P. fragile strain nilgiri	KQ001712:24,456..26,761(-)	pyruvate kinase	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	N/A	
AK88_04642	AK88_04642-t30_1	P. fragile strain nilgiri	KQ001714:62,783..64,250(-)	adenylosuccinate synthetase	N/A	GTP binding;adenylosuccinate synthase activity	IEA	N/A	
AK88_04767	AK88_04767-t30_1	P. fragile strain nilgiri	KQ001718:54,282..54,910(+)	hypothetical protein	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
AK88_05065	AK88_05065-t30_1	P. fragile strain nilgiri	KQ001734:51,526..52,083(+)	hypothetical protein	N/A	N/A	IEA	N/A	
AK88_05092	AK88_05092-t30_1	P. fragile strain nilgiri	KQ001736:47,875..54,252(-)	hypothetical protein	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
AK88_05435	AK88_05435-t30_1	P. fragile strain nilgiri	KQ001772:23,154..24,797(+)	GMP synthase (glutamine-hydrolyzing) domain-containing protein	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	N/A	
BBBOND_0102200	BBBOND_0102200-t26_1	B. bigemina strain BOND	LK391707:496,560..498,689(+)	hypothetical protein	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
BBBOND_0103960	BBBOND_0103960-t26_1	B. bigemina strain BOND	LK391707:900,836..905,041(-)	6-phosphofructokinase, putative	N/A	6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	IEA	2.7.1.11 (6-phosphofructokinase)	
BBBOND_0104960	BBBOND_0104960-t26_1	B. bigemina strain BOND	LK391707:1,112,680..1,114,488(-)	cytidine triphosphate synthetase, putative	N/A	CTP synthase activity	IEA	6.3.4.2 (CTP synthase (glutamine hydrolyzing))	
BBBOND_0105340	BBBOND_0105340-t26_1	B. bigemina strain BOND	LK391707:1,172,282..1,173,858(+)	adenylosuccinate synthetase, putative	N/A	GTP binding;adenylosuccinate synthase activity	IEA	6.3.4.4 (Adenylosuccinate synthase)	
BBBOND_0105440	BBBOND_0105440-t26_1	B. bigemina strain BOND	LK391707:1,198,624..1,199,651(-)	ribose-phosphate pyrophosphokinase, putative	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	N/A	
BBBOND_0105450	BBBOND_0105450-t26_1	B. bigemina strain BOND	LK391707:1,200,231..1,201,558(-)	phosphoglycerate kinase, putative	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
BBBOND_0105810	BBBOND_0105810-t26_1	B. bigemina strain BOND	LK391707:1,261,973..1,263,318(-)	hypothetical protein, conserved	N/A	ATP binding;pantothenate kinase activity	IEA	N/A	
BBBOND_0106060	BBBOND_0106060-t26_1	B. bigemina strain BOND	LK391707:1,314,357..1,315,049(-)	ATP synthase F1 delta subunit, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
BBBOND_0106630	BBBOND_0106630-t26_1	B. bigemina strain BOND	LK391707:1,437,151..1,438,734(-)	GMP synthase, putative	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	N/A	
BBBOND_0107130	BBBOND_0107130-t26_1	B. bigemina strain BOND	LK391707:1,550,628..1,551,603(+)	dephospho-CoA kinase, putative	N/A	ATP binding;dephospho-CoA kinase activity	IEA	N/A	
BBBOND_0110040	BBBOND_0110040-t26_1	B. bigemina strain BOND	LK391707:2,230,414..2,231,694(+)	orotidine 5'-phosphate decarboxylase, putative	N/A	catalytic activity;orotidine-5'-phosphate decarboxylase activity	IEA	N/A	
BBBOND_0200560	BBBOND_0200560-t26_1	B. bigemina strain BOND	LK391708:181,226..183,085(+)	dihydrofolate reductase/thymidylate synthase, putative	N/A	dihydrofolate reductase activity;thymidylate synthase activity	IEA	N/A	
BBBOND_0201180	BBBOND_0201180-t26_1	B. bigemina strain BOND	LK391708:327,028..328,906(+)	pantothenate kinase domain containing protein,putative	N/A	ATP binding;pantothenate kinase activity	IEA	N/A	
BBBOND_0203850	BBBOND_0203850-t26_1	B. bigemina strain BOND	LK391708:881,675..883,874(+)	acetyl-CoA synthetase, putative	N/A	AMP binding;acetate-CoA ligase activity;catalytic activity	IEA	6.2.1.1 (Acetate--CoA ligase)	
BBBOND_0204280	BBBOND_0204280-t26_1	B. bigemina strain BOND	LK391708:970,451..972,385(+)	hypothetical protein	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
BBBOND_0208920	BBBOND_0208920-t26_1	B. bigemina strain BOND	LK391708:2,004,148..2,005,692(+)	ATP synthase F1 beta chain, putative	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	7.1.2.2 (H(+)-transporting two-sector ATPase)	
BBBOND_0209450	BBBOND_0209450-t26_1	B. bigemina strain BOND	LK391708:2,119,961..2,121,041(-)	ATP synthase F1 gamma subunit, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
BBBOND_0211850	BBBOND_0211850-t26_1	B. bigemina strain BOND	LK391708:2,681,066..2,682,223(+)	ATP-NAD-dependent kinase, putative	N/A	NAD+ kinase activity	IEA	N/A	
BBBOND_0212090	BBBOND_0212090-t26_1	B. bigemina strain BOND	LK391708:2,736,347..2,738,439(-)	glucose-6-phosphate isomerase protein, putative	N/A	glucose-6-phosphate isomerase activity	IEA	5.3.1.9 (Glucose-6-phosphate isomerase)	
BBBOND_0301140	BBBOND_0301140-t26_1	B. bigemina strain BOND	LK391709:290,695..298,059(-)	adenylate and guanylate cyclase catalytic domain containing protein, putative	N/A	nucleotide binding;phosphorus-oxygen lyase activity	IEA	N/A	
BBBOND_0302130	BBBOND_0302130-t26_1	B. bigemina strain BOND	LK391709:526,245..527,857(+)	adenylosuccinate lyase, putative	N/A	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity	IEA	N/A	
BBBOND_0303740	BBBOND_0303740-t26_1	B. bigemina strain BOND	LK391709:937,074..938,754(+)	ATP synthase F1, alpha subunit family protein, putative	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
