Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL	
TGDOM2_236050B	TGDOM2_236050B-t30_1	Toxoplasma gondii GAB2-2007-GAL-DOM2	KN003137:476,228..476,783(-)	putative fructose-bisphosphate aldolase	N/A	N/A	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
TGFOU_236040A	TGFOU_236040A-t30_1	Toxoplasma gondii FOU	KN000288:122,865..124,235(+)	fructose-1,6-bisphosphate aldolase	GO:0045177;GO:0005737;GO:0070258;GO:0016021	apical part of cell;cytoplasm;inner membrane pellicle complex;integral component of membrane	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
TGMAS_233500A	TGMAS_233500A-t30_1	Toxoplasma gondii MAS	KN044612:2,663,746..2,666,180(-)	triose-phosphate isomerase TPI-II	GO:0020011	apicoplast	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	GO:0006094;GO:0006096;GO:0008152	gluconeogenesis;glycolytic process;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)	
TGPRC2_222020	TGPRC2_222020-t30_1	Toxoplasma gondii TgCatPRC2	KQ986316:811,956..816,977(-)	phosphoglycerate kinase PGKII	GO:0020011	apicoplast	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
TP01_1182	TP01_1182-t26_1	Theileria parva strain Muguga	AAGK01000001:2,441,107..2,442,459(+)	L-lactate dehydrogenase, putative	N/A	N/A	GO:0004459;GO:0003824;GO:0004553;GO:0016491;GO:0016616	L-lactate dehydrogenase activity;catalytic activity;hydrolase activity, hydrolyzing O-glycosyl compounds;oxidoreductase activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0005975;GO:0019752;GO:0006096;GO:0055114	carbohydrate metabolic process;carboxylic acid metabolic process;glycolytic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.37 (Malate dehydrogenase)	1.1.1.37 (Malate dehydrogenase)	
TVAG_402710	rna_TVAG_402710-1	Trichomonas vaginalis G3	DS113202:226,495..229,119(-)	pyruvate, phosphate dikinase, chloroplast, putative	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0050242;GO:0016772	ATP binding;catalytic activity;kinase activity;pyruvate, phosphate dikinase activity;transferase activity, transferring phosphorus-containing groups	GO:0016310;GO:0006090	phosphorylation;pyruvate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.9.1 (Pyruvate, phosphate dikinase)	2.7.9.1 (Pyruvate, phosphate dikinase)	
TevSTIB805.1.3740	TevSTIB805.1.3740-t26_1	Trypanosoma evansi strain STIB 805	STIB805_Chr01:805,393..807,216(+)	glucose-6-phosphate isomerase, glycosomal	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	
ACA1_275720	ACA1_275720-t26_1	Acanthamoeba castellanii str. Neff	KB008032:92,277..94,014(+)	Enolase, Cterminal TIM barrel domain containing protein	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
ALNC14_116400	ALNC14_116400:RNA	Albugo laibachii Nc14	FR824347:12,878..14,608(-)	unspecified product	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
BMR1_03g01800	BMR1_03g01800-t32_1	Babesia microti strain RI	LN871598:642,283..643,397(+)	fructose-bisphosphate aldolase, class I	N/A	N/A	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
Baya_149_0040	rna_Baya_149_0040-1	Blechomonas ayalai B08-376	Baya_149:9,245..10,828(-)	PAS-domain containing phosphoglycerate kinase, putative	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096;GO:0006355	glycolytic process;regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
Cvel_9830	Cvel_9830.t1	Chromera velia CCMP2878	Cvel_scaffold578:8,934..32,654(-)	2,3-bisphosphoglycerate-dependent phosphoglycerate, putative	N/A	N/A	GO:0016868;GO:0004619	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.1 (Transferred entry: 5.4.2.11 and 5.4.2.12)	
EAH_00044500	EAH_00044500-t26_1	Eimeria acervulina Houghton	HG671054:1,278..4,360(-)	phosphoglycerate mutase 1, putative	N/A	N/A	GO:0003824;GO:0016868;GO:0004619	catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
EBH_0010770	EBH_0010770-t26_1	Eimeria brunetti Houghton	HG710294:6,084..11,019(+)	hexokinase, putative	GO:0005623	obsolete cell	GO:0005524;GO:0005536;GO:0004396;GO:0016773	ATP binding;glucose binding;hexokinase activity;phosphotransferase activity, alcohol group as acceptor	GO:0005975;GO:0001678;GO:0006096	carbohydrate metabolic process;cellular glucose homeostasis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	
EIN_292300	EIN_292300-t26_1	Entamoeba invadens IP1	KB206397:189,044..190,048(-)	glyceraldehyde-3-phosphate dehydrogenase, putative	N/A	N/A	GO:0051287;GO:0050661;GO:0004365;GO:0016620	NAD binding;NADP binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0006006;GO:0006096;GO:0055114	glucose metabolic process;glycolytic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	
EMWEY_00036400	EMWEY_00036400-t26_1	Eimeria maxima Weybridge	HG721960:11,201..13,678(-)	triosephosphate isomerase, putative	N/A	N/A	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)	
FDP41_008135	FDP41_008135_t1	Naegleria fowleri strain ATCC 30894	VFQX01000060.1:106,570..107,571(-)	unspecified product	N/A	N/A	GO:0051287;GO:0050661;GO:0004365;GO:0016620	NAD binding;NADP binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0006006;GO:0006096;GO:0055114	glucose metabolic process;glycolytic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	
GMRT_11320	GMRT_11320-t45_1	Giardia muris strain Roberts-Thomson	VDLU01000005:991,006..992,823(-)	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	GO:0005737	cytoplasm	GO:0003824;GO:0030145;GO:0046872;GO:0004619	catalytic activity;manganese ion binding;metal ion binding;phosphoglycerate mutase activity	GO:0006007;GO:0006096	glucose catabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.12 (Phosphoglycerate mutase (2,3-diphosphoglycerate-independent))	5.4.2.12 (Phosphoglycerate mutase (2,3-diphosphoglycerate-independent))	
H257_00763	H257_00763-t26_1	Aphanomyces astaci strain APO3	KI913114:2,190,590..2,192,338(-)	phosphoglycerate kinase 1	GO:0016021	integral component of membrane	GO:0005524;GO:0004618	ATP binding;phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
H257_07361	H257_07361-t26_8	Aphanomyces astaci strain APO3	KI913128:513,535..515,985(+)	pyruvate kinase, variant 7	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
H257_11944	H257_11944-t26_1	Aphanomyces astaci strain APO3	KI913150:256,954..258,211(-)	pyruvate dehydrogenase E1 component subunit beta, mitochondrial	N/A	N/A	GO:0003824;GO:0004739	catalytic activity;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	N/A	N/A	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
H257_15320	H257_15320-t26_1	Aphanomyces astaci strain APO3	KI913182:40,526..41,716(-)	fructose-bisphosphate aldolase, class II	N/A	N/A	GO:0016832;GO:0003824;GO:0004332;GO:0008270	aldehyde-lyase activity;catalytic activity;fructose-bisphosphate aldolase activity;zinc ion binding	GO:0005975;GO:0006096	carbohydrate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
HHA_281400	HHA_281400-t26_1	Hammondia hammondi strain H.H.34	KL544055:396,521..418,097(-)	phosphofructokinase domain-containing protein	GO:0005945	6-phosphofructokinase complex	GO:0003872;GO:0047334	6-phosphofructokinase activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase);2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	2.7.1.11 (6-phosphofructokinase)	
LAEL147_000016500	LAEL147_000016500.1	Leishmania aethiopica L147	LAEL147_SCAF000101:17..1,254(+)	phosphoglycerate kinase C, glycosomal	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	GO:0005829;GO:0020015	cytosol;glycosome	GO:0043531	ADP binding	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
LMJSD75_200006000	LMJSD75_200006000.1	Leishmania major strain SD 75.1	LmjSD75_20:35,259..35,867(-)	Phosphoglycerate kinase, putative	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
LPAL13_290027500	LPAL13_290027500.1	Leishmania panamensis MHOM/COL/81/L13	LpaL13_29:908,169..909,629(+)	ATP-dependent phosphofructokinase	GO:0005945	6-phosphofructokinase complex	GO:0003872	6-phosphofructokinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	
LPAL13_300038400	LPAL13_300038400.1	Leishmania panamensis MHOM/COL/81/L13	LpaL13_30:1,138,333..1,139,916(+)	PAS-domain containing phosphoglycerate kinase, putative	N/A	N/A	GO:0004871;GO:0004618	obsolete signal transducer activity;phosphoglycerate kinase activity	GO:0006096;GO:0006355;GO:0007165	glycolytic process;regulation of transcription, DNA-templated;signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
LTULEM423_300040600	LTULEM423_300040600.1	Leishmania turanica strain LEM423	LtuLEM423_30:1,222,660..1,224,243(+)	PAS-domain containing phosphoglycerate kinase, putative	N/A	N/A	GO:0004871;GO:0004618	obsolete signal transducer activity;phosphoglycerate kinase activity	GO:0006096;GO:0006355;GO:0007165	glycolytic process;regulation of transcription, DNA-templated;signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
LbrM.18.1410	LbrM.18.1410:mRNA	Leishmania braziliensis MHOM/BR/75/M2904	LbrM.18:555,322..556,458(+)	pyruvate dehydrogenase E1 component alpha subunit, putative	GO:0043231	intracellular membrane-bounded organelle	GO:0016624;GO:0004739	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086;GO:0008152	acetyl-CoA biosynthetic process from pyruvate;metabolic process	GO:0005737;GO:0005739	cytoplasm;mitochondrion	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
LpyrH10_08_3020	rna_LpyrH10_08_3020-1	Leptomonas pyrrhocoris H10	LpyrH10_08:952,321..953,754(-)	ATP-dependent phosphofructokinase, putative mitochondrial	N/A	N/A	GO:0003872;GO:0005524	6-phosphofructokinase activity;ATP binding	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	
PADL01_0914500	PADL01_0914500-t36_1	Plasmodium adleri G01	PADLG01_09:585,730..589,959(-)	6-phosphofructokinase	GO:0005737	cytoplasm	GO:0003872;GO:0005524;GO:0003824;GO:0047334;GO:0046872	6-phosphofructokinase activity;ATP binding;catalytic activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity;metal ion binding	GO:0006002;GO:0006096	fructose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
PCOAH_00007760	PCOAH_00007760-t30_1	Plasmodium coatneyi Hackeri	CP016242:818,236..820,083(-)	Glucose-6-phosphate isomerase	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
PF3D7_0318800	PF3D7_0318800.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:789,497..791,504(+)	triosephosphate isomerase, putative	N/A	N/A	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	N/A	N/A	GO:0020011;GO:0005829	apicoplast;cytosol	GO:0004807	triose-phosphate isomerase activity	GO:0006094;GO:0046166;GO:0019563;GO:0006096	gluconeogenesis;glyceraldehyde-3-phosphate biosynthetic process;glycerol catabolic process;glycolytic process	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)	
PF3D7_1324900	PF3D7_1324900.1	Plasmodium falciparum 3D7	Pf3D7_13_v3:1,040,006..1,042,682(+)	L-lactate dehydrogenase	N/A	N/A	GO:0003824;GO:0016491;GO:0016616	catalytic activity;oxidoreductase activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0005975;GO:0019752;GO:0055114	carbohydrate metabolic process;carboxylic acid metabolic process;oxidation-reduction process	GO:0009986;GO:0005737;GO:0005829;GO:1903561;GO:0020020;GO:0005622;GO:0005634	cell surface;cytoplasm;cytosol;extracellular vesicle;food vacuole;intracellular anatomical structure;nucleus	GO:0004459;GO:0030060;GO:0005515	L-lactate dehydrogenase activity;L-malate dehydrogenase activity;protein binding	GO:0006096	glycolytic process	1.1.1.27 (L-lactate dehydrogenase);1.1.1.37 (Malate dehydrogenase)	1.1.1.27 (L-lactate dehydrogenase)	
PGAL8A_00226700	PGAL8A_00226700.1	Plasmodium gallinaceum 8A	PGAL8A_union_v1_archived_contig_76:1,421,770..1,423,224(+)	1-deoxy-D-xylulose 5-phosphate reductoisomerase putative	N/A	N/A	GO:0030604;GO:0070402;GO:0016853;GO:0046872;GO:0005515	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity;NADPH binding;isomerase activity;metal ion binding;protein binding	GO:0019288;GO:0008299;GO:0055114	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;isoprenoid biosynthetic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.267 (1-deoxy-D-xylulose-5-phosphate reductoisomerase)	1.1.1.267 (1-deoxy-D-xylulose-5-phosphate reductoisomerase)	
PHPALM_19102	PHPALM_19102-t46_1	Phytophthora palmivora var. palmivora strain sbr112.9	NCKW01010435:1..878(-)	Enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
PHYSODRAFT_355963	PHYSODRAFT_355963-t26_1	Phytophthora sojae strain P6497	JH159160:2,333,501..2,334,881(-)	phosphoglycerate kinase	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
PIR_G008540	EPrPIT00000021620	Globisporangium irregulare DAOM BR486	PirrDAOMBR486_SC0760:13,632..14,993(-)	Enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
PKNOH_S06422200	PKNOH_S06422200-t35_1	Plasmodium knowlesi strain Malayan Strain Pk1 A	NETL01000020:889,185..890,435(+)	Phosphoglycerate kinase	N/A	N/A	GO:0005524;GO:0004618	ATP binding;phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
PSURA_86351	PSURA_86351T0	Phytophthora ramorum strain Pr102	PramPr-102_SC0634:6,089..7,301(+)	unspecified product	N/A	N/A	GO:0005524;GO:0004340;GO:0005536	ATP binding;glucokinase activity;glucose binding	GO:0051156;GO:0006096	glucose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.2 (Glucokinase)	2.7.1.2 (Glucokinase)	
PVP01_0920700	PVP01_0920700.1	Plasmodium vivax P01	PvP01_09_v2:901,992..904,511(+)	phosphoglycerate mutase, putative	N/A	N/A	GO:0003824;GO:0016868;GO:0004619	catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
PY03879	PY03879-t26_1	Plasmodium yoelii yoelii 17XNL	AABL01001153:1,808..3,682(-)	pyruvate kinase	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PfIT_110032800	PfIT_110032800-t41_1	Plasmodium falciparum IT	PfIT_11:1,063,622..1,068,993(-)	6-phosphofructokinase	N/A	N/A	GO:0003872	6-phosphofructokinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	2.7.1.11 (6-phosphofructokinase)	
PmUG01_08037300	PmUG01_08037300.1	Plasmodium malariae UG01	PmUG01_08_v1:1,356,118..1,357,956(-)	triosephosphate isomerase, putative	N/A	N/A	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)	
TCSYLVIO_005012	TCSYLVIO_005012-t26_1	Trypanosoma cruzi Sylvio X10/1-2012	ADWP02014408:8,036..9,166(+)	glucokinase	N/A	N/A	GO:0005524;GO:0004340;GO:0005536	ATP binding;glucokinase activity;glucose binding	GO:0051156;GO:0006096	glucose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.2 (Glucokinase)	
TCSYLVIO_005024	TCSYLVIO_005024-t26_1	Trypanosoma cruzi Sylvio X10/1-2012	ADWP02014413:100..1,515(+)	dihydrolipoamide acetyltransferase precursor, putative	GO:0045254	pyruvate dehydrogenase complex	GO:0004742;GO:0016746	dihydrolipoyllysine-residue acetyltransferase activity;transferase activity, transferring acyl groups	GO:0008152;GO:0006090	metabolic process;pyruvate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.12 (Dihydrolipoyllysine-residue acetyltransferase)	
TGCOUG_265450	TGCOUG_265450-t46_1	Toxoplasma gondii COUG	KZ624808.1:1,369,519..1,372,795(-)	hexokinase	GO:0005737;GO:0005623	cytoplasm;obsolete cell	GO:0005524;GO:0005536;GO:0004396;GO:0016773	ATP binding;glucose binding;hexokinase activity;phosphotransferase activity, alcohol group as acceptor	GO:0005975;GO:0001678;GO:0006096	carbohydrate metabolic process;cellular glucose homeostasis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.1.1 (Hexokinase)	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	
TGRUB_289690	TGRUB_289690-t30_1	Toxoplasma gondii RUB	KN039989:1,607,607..1,609,670(+)	glyceraldehyde-3-phosphate dehydrogenase GAPDH1	GO:0005737;GO:0070258	cytoplasm;inner membrane pellicle complex	GO:0051287;GO:0050661;GO:0004365;GO:0016620	NAD binding;NADP binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0006006;GO:0006096;GO:0055114	glucose metabolic process;glycolytic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	
