Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Curated GO Functions	Computed GO Functions	Evidence Code	EC numbers	
ACA1_116570	ACA1_116570-t26_1	A. castellanii str. Neff	KB007926:784,604..789,685(-)	unspecified product	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
ACA1_116930	ACA1_116930-t26_1	A. castellanii str. Neff	KB007926:875,320..876,144(+)	pyrroline5-carboxylate reductase	N/A	pyrroline-5-carboxylate reductase activity	IEA	1.5.1.2 (Pyrroline-5-carboxylate reductase)	
ACA1_125540	ACA1_125540-t26_1	A. castellanii str. Neff	KB008047:58,487..60,957(+)	asparagine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;asparagine-tRNA ligase activity;nucleotide binding	IEA	N/A	
ACA1_130610	ACA1_130610-t26_1	A. castellanii str. Neff	KB008043:121,452..122,283(+)	Hypothetical protein	N/A	arylformamidase activity	IEA	N/A	
ACA1_130730	ACA1_130730-t26_1	A. castellanii str. Neff	KB008043:126,087..127,078(+)	metaldependent hydrolase	N/A	arylformamidase activity	IEA	N/A	
ACA1_132360	ACA1_132360-t26_1	A. castellanii str. Neff	KB007975:17,320..20,503(-)	glutamine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;nucleotide binding	IEA	N/A	
ACA1_132660	ACA1_132660-t26_1	A. castellanii str. Neff	KB007975:60,047..63,377(+)	glutaminase	N/A	calcium ion binding;glutaminase activity;protein binding	IEA	N/A	
ACA1_142370	ACA1_142370-t26_1	A. castellanii str. Neff	KB007883:150,972..153,361(-)	serine hydroxymethyltransferase	N/A	glycine hydroxymethyltransferase activity;protein binding;pyridoxal phosphate binding	IEA	2.1.2.1 (Glycine hydroxymethyltransferase)	
ACA1_149940	ACA1_149940-t26_1	A. castellanii str. Neff	KB007870:247,285..249,109(+)	glycine cleavage system T protein	N/A	aminomethyltransferase activity	IEA	2.1.2.10 (Aminomethyltransferase)	
ACA1_154670	ACA1_154670-t26_1	A. castellanii str. Neff	KB007951:68,935..72,938(+)	class II glutamine amidotransferase/glutamate synthase central domain containing protein	N/A	glutamate synthase activity;oxidoreductase activity, acting on the CH-NH2 group of donors	IEA	N/A	
ACA1_154680	ACA1_154680-t26_1	A. castellanii str. Neff	KB007951:72,980..77,569(+)	glutamate synthase, NADH/NADPH, small subunit	N/A	glutamate synthase activity;iron-sulfur cluster binding;oxidoreductase activity;oxidoreductase activity, acting on the CH-NH2 group of donors;oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	IEA	N/A	
ACA1_168150	ACA1_168150-t26_1	A. castellanii str. Neff	KB007986:51,690..51,917(+)	chorismate synthase	N/A	chorismate synthase activity	IEA	N/A	
ACA1_173270	ACA1_173270-t26_1	A. castellanii str. Neff	KB007811:448,740..449,600(+)	glycine cleavage system H protein	N/A	N/A	IEA	N/A	
ACA1_174260	ACA1_174260-t26_1	A. castellanii str. Neff	KB007811:656,919..658,645(-)	asparagine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;asparagine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
ACA1_175450	ACA1_175450-t26_1	A. castellanii str. Neff	KB007811:955,851..961,566(+)	shikimate kinase	N/A	3-dehydroquinate dehydratase activity;3-dehydroquinate synthase activity;3-phosphoshikimate 1-carboxyvinyltransferase activity;catalytic activity;transferase activity, transferring alkyl or aryl (other than methyl) groups	IEA	2.5.1.19 (3-phosphoshikimate 1-carboxyvinyltransferase)	
ACA1_176860	ACA1_176860-t26_1	A. castellanii str. Neff	KB008006:15,711..17,053(+)	glnglu non-discriminatory tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity	IEA	N/A	
ACA1_182350	ACA1_182350-t26_1	A. castellanii str. Neff	KB007904:189,331..195,138(-)	carbamoylphosphate synthase, large subunit	N/A	ATP binding;carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity;metal ion binding	IEA	N/A	
ACA1_182360	ACA1_182360-t26_1	A. castellanii str. Neff	KB007904:195,834..197,766(+)	argininosuccinate lyase, putative	N/A	argininosuccinate lyase activity;catalytic activity	IEA	N/A	
ACA1_182920	ACA1_182920-t26_1	A. castellanii str. Neff	KB007904:290,646..291,828(-)	methylthioribulose1-phosphate dehydratase	N/A	metal ion binding	IEA	4.2.1.109 (Methylthioribulose 1-phosphate dehydratase)	
ACA1_183750	ACA1_183750-t26_1	A. castellanii str. Neff	KB007904:495,791..499,248(+)	aspartate-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
ACA1_184770	ACA1_184770-t26_1	A. castellanii str. Neff	KB007920:57,596..60,723(-)	histidinolphosphate transaminase	N/A	histidinol-phosphate transaminase activity;hydrolase activity;pyridoxal phosphate binding	IEA	N/A	
ACA1_185170	ACA1_185170-t26_1	A. castellanii str. Neff	KB007920:80,321..81,229(+)	imidazoleglycerolphosphate dehydratase	N/A	imidazoleglycerol-phosphate dehydratase activity	IEA	4.2.1.19 (Imidazoleglycerol-phosphate dehydratase)	
ACA1_188170	ACA1_188170-t26_1	A. castellanii str. Neff	KB008020:114,911..120,362(+)	leucine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;leucine-tRNA ligase activity;nucleotide binding	IEA	N/A	
ACA1_199630	ACA1_199630-t26_1	A. castellanii str. Neff	KB007932:280,803..282,161(-)	N(5'phosphoribosyl)anthranilate isomerase	N/A	catalytic activity;phosphoribosylanthranilate isomerase activity	IEA	N/A	
ACA1_199830	ACA1_199830-t26_1	A. castellanii str. Neff	KB007932:343,701..349,313(-)	glycine cleavage system Pprotein	N/A	glycine dehydrogenase (decarboxylating) activity	IEA	N/A	
ACA1_200140	ACA1_200140-t26_1	A. castellanii str. Neff	KB007932:400,963..404,755(+)	glutaminase	N/A	glutaminase activity;protein binding	IEA	N/A	
ACA1_202700	ACA1_202700-t26_1	A. castellanii str. Neff	KB008001:83,234..85,067(-)	branchedchain amino acid aminotransferase	N/A	branched-chain-amino-acid transaminase activity;catalytic activity	IEA	2.6.1.42 (Branched-chain-amino-acid transaminase)	
ACA1_203740	ACA1_203740-t26_1	A. castellanii str. Neff	KB008001:201,513..203,630(+)	5methylthioribose kinase	N/A	S-methyl-5-thioribose kinase activity	IEA	N/A	
ACA1_214640	ACA1_214640-t26_1	A. castellanii str. Neff	KB008036:239,405..242,801(-)	cobalaminindependent methionine synthase	N/A	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity;zinc ion binding	IEA	N/A	
ACA1_216320	ACA1_216320-t26_1	A. castellanii str. Neff	KB008036:466,509..469,061(+)	homogentisate 1,2dioxygenase	N/A	homogentisate 1,2-dioxygenase activity	IEA	N/A	
ACA1_220660	ACA1_220660-t26_1	A. castellanii str. Neff	KB008036:939,552..941,360(-)	phosphoserine transaminase	N/A	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	IEA	N/A	
ACA1_224360	ACA1_224360-t26_1	A. castellanii str. Neff	KB008010:177,141..179,825(+)	1pyrroline-5-carboxylate dehydrogenase	N/A	1-pyrroline-5-carboxylate dehydrogenase activity;oxidoreductase activity	IEA	N/A	
ACA1_226550	ACA1_226550-t26_1	A. castellanii str. Neff	KB007901:49,705..51,947(+)	histidine ammonialyase, putative	N/A	catalytic activity;histidine ammonia-lyase activity	IEA	4.3.1.3 (Histidine ammonia-lyase)	
ACA1_232500	ACA1_232500-t26_1	A. castellanii str. Neff	KB007939:40,592..42,409(+)	tryptophan 2,3-dioxygenase, putative	N/A	heme binding;metal ion binding;tryptophan 2,3-dioxygenase activity	IEA	1.13.11.11 (Tryptophan 2,3-dioxygenase)	
ACA1_248570	ACA1_248570-t26_1	A. castellanii str. Neff	KB007971:84,875..87,156(-)	phenylalanine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding	IEA	N/A	
ACA1_256390	ACA1_256390-t26_1	A. castellanii str. Neff	KB008148:17,199..25,107(+)	histidinol dehydrogenase	N/A	ATP phosphoribosyltransferase activity;NAD binding;catalytic activity;histidinol dehydrogenase activity;imidazoleglycerol-phosphate synthase activity;magnesium ion binding;oxidoreductase activity;phosphoribosyl-AMP cyclohydrolase activity;phosphoribosyl-ATP diphosphatase activity;transferase activit	IEA	N/A	
ACA1_259960	ACA1_259960-t26_1	A. castellanii str. Neff	KB008148:387,750..389,458(+)	cystathionine betasynthase	N/A	cystathionine beta-synthase activity	IEA	4.2.1.22 (Cystathionine beta-synthase)	
ACA1_267100	ACA1_267100-t26_1	A. castellanii str. Neff	KB007933:798,094..800,962(-)	prolyltrna synthetase, mitochondrial, putative	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA	N/A	
ACA1_267180	ACA1_267180-t26_1	A. castellanii str. Neff	KB007933:814,307..824,172(+)	carbamoylphosphate synthase, large subunit	N/A	ATP binding;amino acid binding;aspartate carbamoyltransferase activity;carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity;carboxyl- or carbamoyltransferase activity;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;metal ion binding	IEA	N/A	
ACA1_267230	ACA1_267230-t26_1	A. castellanii str. Neff	KB007933:832,323..835,104(-)	methylenetetrahydrofolate reductase	N/A	methylenetetrahydrofolate reductase (NAD(P)H) activity	IEA	1.5.1.20 (Methylenetetrahydrofolate reductase (NAD(P)H))	
ACA1_270690	ACA1_270690-t26_1	A. castellanii str. Neff	KB007933:1,154,623..1,157,233(+)	lysine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.6 (Lysine--tRNA ligase)	
ACA1_274400	ACA1_274400-t26_1	A. castellanii str. Neff	KB008146:101,538..103,208(+)	serine-tRNA ligase domain containing protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	N/A	
ACA1_282850	ACA1_282850-t26_1	A. castellanii str. Neff	KB007908:731,221..735,939(-)	isoleucyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;isoleucine-tRNA ligase activity;nucleotide binding	IEA	N/A	
ACA1_283500	ACA1_283500-t26_1	A. castellanii str. Neff	KB007908:840,374..842,136(-)	chorismate synthase	N/A	chorismate synthase activity	IEA	4.2.3.5 (Chorismate synthase)	
ACA1_283510	ACA1_283510-t26_1	A. castellanii str. Neff	KB007908:842,422..846,224(+)	indole3-glycerol phosphate synthase	N/A	catalytic activity;indole-3-glycerol-phosphate synthase activity;phosphoribosylanthranilate isomerase activity;shikimate 3-dehydrogenase (NADP+) activity	IEA	N/A	
ACA1_283530	ACA1_283530-t26_1	A. castellanii str. Neff	KB007908:850,174..853,618(-)	anthranilate phosphoribosyltransferase	N/A	anthranilate phosphoribosyltransferase activity;transferase activity, transferring glycosyl groups	IEA	N/A	
ACA1_283560	ACA1_283560-t26_1	A. castellanii str. Neff	KB007908:856,691..859,789(+)	tryptophan synthase alpha chain, putative	N/A	catalytic activity;tryptophan synthase activity	IEA	N/A	
ACA1_289920	ACA1_289920-t26_1	A. castellanii str. Neff	KB007805:494,351..496,161(+)	aspartate carbamoyltransferase	N/A	amino acid binding;aspartate carbamoyltransferase activity;carboxyl- or carbamoyltransferase activity	IEA	N/A	
ACA1_290240	ACA1_290240-t26_1	A. castellanii str. Neff	KB007805:567,094..568,356(-)	4hydroxyphenylpyruvate dioxygenase	N/A	4-hydroxyphenylpyruvate dioxygenase activity;oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	IEA	N/A	
ACA1_290590	ACA1_290590-t26_1	A. castellanii str. Neff	KB007805:629,444..631,507(-)	glutamate-ammonia ligase	N/A	catalytic activity;glutamate-ammonia ligase activity	IEA	N/A	
ACA1_300880	ACA1_300880-t26_1	A. castellanii str. Neff	KB007844:11,599..16,253(-)	valine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity	IEA	N/A	
ACA1_307520	ACA1_307520-t26_1	A. castellanii str. Neff	KB007923:23,477..26,597(-)	phenylalanine-tRNA ligase, B5 domain containing protein	N/A	ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity	IEA	N/A	
ACA1_308770	ACA1_308770-t26_1	A. castellanii str. Neff	KB007793:16,095..17,950(-)	fumarylacetoacetase	N/A	catalytic activity;fumarylacetoacetase activity	IEA	3.7.1.2 (Fumarylacetoacetase)	
ACA1_315800	ACA1_315800-t26_1	A. castellanii str. Neff	KB007882:9,648..12,156(-)	threonine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	IEA	N/A	
ACA1_321730	ACA1_321730-t26_1	A. castellanii str. Neff	KB008015:6,053..8,517(+)	4aminobutyrate aminotransferase	N/A	4-aminobutyrate transaminase activity;pyridoxal phosphate binding;transaminase activity	IEA	N/A	
ACA1_321970	ACA1_321970-t26_1	A. castellanii str. Neff	KB007889:23,872..25,918(+)	glutamate decarboxylase	N/A	carboxy-lyase activity;glutamate decarboxylase activity;pyridoxal phosphate binding	IEA	4.1.1.15 (Glutamate decarboxylase)	
ACA1_360060	ACA1_360060-t26_1	A. castellanii str. Neff	KB007867:39,575..40,503(-)	GHMP kinase family protein	N/A	ATP binding;homoserine kinase activity	IEA	N/A	
ACA1_360960	ACA1_360960-t26_1	A. castellanii str. Neff	KB007867:208,394..210,743(-)	2amino-3-ketobutyrate coenzyme A ligase	N/A	glycine C-acetyltransferase activity;pyridoxal phosphate binding	IEA	N/A	
ACA1_366450	ACA1_366450-t26_1	A. castellanii str. Neff	KB008073:430,961..433,050(-)	serine-tRNA ligase domain containing protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	N/A	
ACA1_366930	ACA1_366930-t26_1	A. castellanii str. Neff	KB008073:516,436..518,572(+)	tryptophan-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
ACA1_370040	ACA1_370040-t26_1	A. castellanii str. Neff	KB007960:411,230..415,557(-)	alanine-tRNA ligase	N/A	ATP binding;alanine-tRNA ligase activity;aminoacyl-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
ACA1_376270	ACA1_376270-t26_1	A. castellanii str. Neff	KB007836:66,870..70,088(+)	Phospho2-dehydro-3-deoxyheptonate aldolase	N/A	3-deoxy-7-phosphoheptulonate synthase activity	IEA	2.5.1.54 (3-deoxy-7-phosphoheptulonate synthase)	
ACA1_376730	ACA1_376730-t26_1	A. castellanii str. Neff	KB007836:146,995..148,764(-)	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase family protein	N/A	oxidoreductase activity;oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	IEA	N/A	
ACA1_381120	ACA1_381120-t26_1	A. castellanii str. Neff	KB008053:147,316..148,169(+)	maleylacetoacetate isomerase	N/A	catalytic activity;protein binding	IEA	N/A	
ACA1_382280	ACA1_382280-t26_1	A. castellanii str. Neff	KB007982:20,154..21,982(-)	Tyrosine aminotransferase, putative	N/A	L-tyrosine:2-oxoglutarate aminotransferase activity;pyridoxal phosphate binding;transaminase activity	IEA	N/A	
ACA1_383780	ACA1_383780-t26_1	A. castellanii str. Neff	KB007982:277,117..279,266(+)	imidazolonepropionase	N/A	hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	IEA	N/A	
ACA1_386970	ACA1_386970-t26_1	A. castellanii str. Neff	KB007900:384,073..384,974(-)	glutaminase	N/A	glutaminase activity	IEA	N/A	
ACA1_392530	ACA1_392530-t26_1	A. castellanii str. Neff	KB008044:285,866..288,811(+)	cysteine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;cysteine-tRNA ligase activity;nucleotide binding	IEA	N/A	
ACA1_393010	ACA1_393010-t26_1	A. castellanii str. Neff	KB007948:25,804..27,774(+)	histidine-tRNA ligase	N/A	ATP binding;histidine-tRNA ligase activity	IEA	N/A	
ACA1_396190	ACA1_396190-t26_1	A. castellanii str. Neff	KB007869:47,403..49,836(+)	glutamine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamine-tRNA ligase activity;nucleotide binding	IEA	N/A	
ACA1_396700	ACA1_396700-t26_1	A. castellanii str. Neff	KB007869:100,753..103,388(+)	phenylalanine-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding	IEA	N/A	
ACA1_400380	ACA1_400380-t26_1	A. castellanii str. Neff	KB008145:174,952..176,767(-)	3deoxy-7-phosphoheptulonate synthase	N/A	3-deoxy-7-phosphoheptulonate synthase activity	IEA	N/A	
AEWD_010010	AEWD_010010-t26_1	E. cuniculi EC1	ECI_CH01:23..1,405(+)	serine hydroxymethyltransferase	N/A	glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	N/A	
AEWD_011280	AEWD_011280-t26_1	E. cuniculi EC1	ECI_CH01:140,448..141,791(-)	serine-glycine hydroxymethyltransferase	N/A	glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	N/A	
AEWD_021190	AEWD_021190-t26_1	E. cuniculi EC1	ECI_CH02:133,793..135,721(-)	tRNA synthetase class I	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;nucleotide binding	IEA	N/A	
AEWD_021340	AEWD_021340-t26_1	E. cuniculi EC1	ECI_CH02:153,819..155,324(+)	prolyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA	N/A	
AEWD_021480	AEWD_021480-t26_1	E. cuniculi EC1	ECI_CH02:171,353..173,947(-)	alanyl-tRNA synthetase	N/A	ATP binding;alanine-tRNA ligase activity;aminoacyl-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
AEWD_040520	AEWD_040520-t26_1	E. cuniculi EC1	ECI_CH04:54,333..55,865(+)	lysyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
AEWD_040690	AEWD_040690-t26_1	E. cuniculi EC1	ECI_CH04:76,222..77,511(-)	seryl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	N/A	
AEWD_040780	AEWD_040780-t26_1	E. cuniculi EC1	ECI_CH04:89,404..90,828(+)	asparagine synthase	N/A	asparagine synthase (glutamine-hydrolyzing) activity	IEA	N/A	
AEWD_040840	AEWD_040840-t26_1	E. cuniculi EC1	ECI_CH04:97,937..99,610(+)	phenylalanyl-tRNA synthetase subunit beta	N/A	ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity	IEA	N/A	
AEWD_041100	AEWD_041100-t26_1	E. cuniculi EC1	ECI_CH04:130,668..133,433(+)	valyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity	IEA	N/A	
AEWD_051120	AEWD_051120-t26_1	E. cuniculi EC1	ECI_CH05:139,132..140,145(+)	tyrosinyl-tRNA synthetase catalytic core domain- containing protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity	IEA	N/A	
AEWD_060220	AEWD_060220-t26_1	E. cuniculi EC1	ECI_CH06:30,273..32,897(-)	leucyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
AEWD_060570	AEWD_060570-t26_1	E. cuniculi EC1	ECI_CH06:74,419..75,726(-)	histidyl-tRNA synthetase	N/A	ATP binding;histidine-tRNA ligase activity	IEA	N/A	
AEWD_060740	AEWD_060740-t26_1	E. cuniculi EC1	ECI_CH06:98,160..99,581(-)	aspartyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;aspartate-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
AEWD_071560	AEWD_071560-t26_1	E. cuniculi EC1	ECI_CH07:175,572..177,494(-)	threonyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	IEA	N/A	
AEWD_071650	AEWD_071650-t26_1	E. cuniculi EC1	ECI_CH07:188,097..189,524(+)	phenylalanyl-tRNA synthetase subunit alpha	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding	IEA	N/A	
AEWD_080410	AEWD_080410-t26_1	E. cuniculi EC1	ECI_CH08:40,230..41,672(-)	cysteinyl-tRNA-synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;cysteine-tRNA ligase activity;nucleotide binding	IEA	N/A	
AEWD_080480	AEWD_080480-t26_1	E. cuniculi EC1	ECI_CH08:47,474..49,165(-)	arginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	N/A	
AEWD_091720	AEWD_091720-t26_1	E. cuniculi EC1	ECI_CH09b:62,019..63,374(-)	asparaginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;asparagine-tRNA ligase activity;nucleotide binding	IEA	N/A	
AEWD_101390	AEWD_101390-t26_1	E. cuniculi EC1	ECI_CH10:189,158..191,251(-)	glutaminyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamine-tRNA ligase activity;nucleotide binding	IEA	N/A	
AEWD_101740	AEWD_101740-t26_1	E. cuniculi EC1	ECI_CH10:231,008..232,747(+)	glycyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glycine-tRNA ligase activity;nucleotide binding	IEA	N/A	
AEWD_110510	AEWD_110510-t26_1	E. cuniculi EC1	ECI_CH11:64,707..65,864(-)	aminoacyl-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tryptophan-tRNA ligase activity	IEA	N/A	
AEWD_110880	AEWD_110880-t26_1	E. cuniculi EC1	ECI_CH11:106,779..108,431(+)	methionyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;methionine-tRNA ligase activity;nucleotide binding	IEA	N/A	
AEWD_111090	AEWD_111090-t26_1	E. cuniculi EC1	ECI_CH11:126,545..129,598(+)	isoleucyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;isoleucine-tRNA ligase activity;nucleotide binding	IEA	N/A	
AEWQ_011250	AEWQ_011250-t26_1	E. cuniculi EC2	ECII_CH01:136,776..138,158(-)	serine-glycine hydroxymethyltransferase	N/A	glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	N/A	
AEWQ_021160	AEWQ_021160-t26_1	E. cuniculi EC2	ECII_CH02:131,020..132,948(-)	tRNA synthetase class I	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;nucleotide binding	IEA	N/A	
AEWQ_021310	AEWQ_021310-t26_1	E. cuniculi EC2	ECII_CH02:151,049..152,554(+)	prolyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA	N/A	
